news,code
"EBS '까칠남녀'에 출연한 정영진/EBS EBS '까칠남녀'에 출연한 정영진/EBS

EBS '까칠남녀'에 출연한 정영진/EBS EBS '까칠남녀'에 출연한 정영진/EBS

MBC 표준FM의 대표 장수 프로그램 ‘싱글벙글쇼’에 강석·김혜영에 이어 새 DJ로 발탁된 정영진의 과거 발언이 논란을 빚고 있다. “데이트 비용 안 내는 여성의 태도는 매춘” “여자의 적은 여자” “여성은 보살핌 노동을 하기에 적합한 신체구조를 지니고 있다” 등등 과거 정씨가 했던 여성혐오성 발언들이 나오자 ‘싱글벙글쇼’ 진행자로 부적절한 인사라는 비판이 나오고 있다. 정씨는 충남대 신문방송학과를 졸업하고 MBC ‘아주 특별한 아침’의 리포터 등으로 활동한 방송인이다. 지금은 방송인 최욱과 함께 팟캐스트 ‘매불쇼(매일매일 불금쇼)’를 진행하고 있다.◇“데이트 비용 안 내는 여성의 태도는 매춘”정영진은 2017년 3월부터 2018년 2월까지 방송한 EBS 1TV ‘까칠남녀’에 시사평론가로 고정출연했다. 2017년 8월 방송에서 그는 “남성들이 주로 데이트비용을 지불하고 이를 당연하게 생각하는 여성들의 태도는 넓은 의미에서 보면 매춘과 다르지 않다”는 발언을 해 방송통신심의위원회로부터 의견제시 처분을 받았다.이날 정영진은 “김치녀라는 말이 기분 나쁜 여자들은 자기는 살짝 김치녀인데 아니라고 하는 여자들”이라며 “김치녀 광고가 무수히 만들어지는 이유는 공감할 만한 현실이 있는 것이다. 광고가 많은 이유는 지갑을 열 사람이 남자라는 것”이라고 말하기도 했다.이 발언이 논란을 빚자 그는 정치 팟캐스트 ‘청정구역’에 출연해 “나는 상식적인 이야기를 하고 있다. 거기 나오는 여성분들의 주장은 너무 답답하다”며 “그만두려고 했었는데 거기가 돈을 제일 많이 준다. 이해해달라”고 하기도 했다. 이어 사회자가 “그걸 다 받아주고 있냐. 나 같으면 이 X년아…” 라며 욕설을 하자 출연진은 박장대소했다. 정영진은 “남자들이 사주는 거 얻어먹으며 고마워하지 않는 여자는 넓은 의미에서 매춘이라고 말했던 것”이라며 ‘매춘’ 발언을 해명했다. 제작진에 대한 불만도 털어놨다. 사회자가 “거기(까칠남녀) 피디 작가가 모두 여성이라고 들었다”고 하자 정영진은 “한 명도 빠짐없이”라며 “그러니까 프로가 그렇게 되는 것”이라고 말했다.◇“포르노 떳떳하게 보면 몰카 안 볼 것”정영진은 ‘까칠남녀’에서 몰카(몰래카메라)에 대한 견해도 밝혔다. ‘몰카’ 범죄는 성적인 콘텐츠가 막혀 있는 것이 문제라고 주장하며, “억압할수록 더 자극적인 것을 찾는다”고 했다. 그는 합법적 포르노의 필요성을 언급하며 “떳떳하게 볼 수 있는 세상이 온다면 몰래 보는 사람들은 줄어들 것이다. 애초에 몰카를 보고 싶지 않도록 해야 한다”고 주장했다. 다른 패널은 “몰카를 성욕과 연관 짓지 말라”고 반박했다.그는 또 “여성들도 몰카 때문에 ‘내 인생은 끝났다’ ‘나는 이제 얼굴을 들고 살 수 없다’라는 생각을 하지 않으셨으면 좋겠어요”라고 발언하기도 했다. 패널들은 “우울증 걸린 사람에게 ‘우울해 하지 마’라고 말하는 것과 뭐가 다르냐”고 했다.이외에도 “남자의 역할과 여자의 역할이 있다. 누군가를 돌보는 것은 굉장히 여자에게 최적화 되어 있다” “여자의 적은 여자”라는 발언들이 문제가 됐다.[손호영 기자 muse@chosun.com]- Copyrights ⓒ 조선일보 & chosun.com, 무단 전재 및 재배포 금지 -",생활/문화
"사진=에듀윌 사진=에듀윌

계리직공무원은 우체국 내에서 현장 창구 업무를 비롯해 금융 및 우체국 회계 직무 등 다양한 업무를 담당한다. 근무형태만 다를뿐 9급공무원과 동일한 대우를 받으며, 많은 수험생들이 부담을 가지는 영어 과목을 치르지 않고 3과목(한국사, 컴퓨터일반, 우편 및 금융상식)만 준비하면 되기 때문에 많은 수험생들이 도전하고 있다.이와 관련 종합교육기업 에듀윌(대표 박명규)에서 계리직공무원 한국사를 담당하는 신형철 교수를 만나 계리직공무원 한국사 합격전략에 대해 들어보았다.전략 공개에 앞서, 신형철 교수는 지난 2019년 시험에 대한 총평을 밝혔다. “2019년 10월 시행된 시험은 매우 어려웠습니다. 전근대사의 비중이 압도적으로 높았는데, 특히 고대, 중세가 각각 4문항이 출제된 점이 주목할만 합니다” 라고 말하며 이외에도 지엽적 문제 다수 출제, 생소한 지문과 사료 등이 출제돼 수험생들의 체감 난이도를 높였다고 이야기했다.이어서 신 교수는 “계리직공무원 한국사의 경우 사료 및 자료 제시형 문제가 상당수 출제되기 때문에 꼼꼼한 ‘사료 분석’이 필수적”이라 말했다. 또한, 두 사건 사이의 역사적 사실은 무엇인가 등 사건의 연도를 파악해야 풀 수 있는 문제도 2~3문항이 출제된 바, 중요 사건의 연도는 무조건 기억해야 한다고 전했다.한편 신 교수는 “아는 것과 문제의 정답을 고르는 것은 다르다”고 강조했다. 특히 지난 2019년 시험에서는 타 직렬 기출문제가 변형돼 다수 출제된 점에 주목했다. 따라서 해설이 잘 정리된 타직렬 기출문제집을 활용해 문제풀이의 감과 지식의 외연을 넓힐 것을 추천했다.신 교수의 강의는 초심자도 쉽게 접근할 수 있는 친절한 강의로 유명하다. 생소한 역사 용어도 부담없이 이해할 수 있는 명쾌한 해설을 제공하며, 풍부한 배경지식으로 흐름을 자연스럽게 이해할 수 있다. 여기에 계리직에서만 출제되는 영역도 빠짐없이 대비할 수 있어 수험생 만족도가 매우 높다.실제 수험생들은 “처음 듣는 한국사 강의지만, 입문자가 이해하기 매우 쉽고 간결하게 설명해주셔 쉽게 접근할 수 있었다”, “기본서로 이해가 어려운 내용을 심층적인 설명으로 풀어주시니 막힘 없이 나갈 수 있었다” 등의 호평을 남겼다.에듀윌 계리직공무원 한국사 신형철 교수의 강의는 에듀윌 온라인 강의를 통해 수강할 수 있다.MBN스타 김승진 기자 mkculture@mkculture.com< Copyright ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지 >",생활/문화
"기사 섹션 분류 안내

기사의 섹션 정보는 해당 언론사의 분류를 따르고 있습니다. 언론사는 개별 기사를 2개 이상 섹션으로 중복 분류할 수 있습니다.

닫기",생활/문화
"동영상 뉴스

5월 날씨가 맞나 싶으시죠.오늘도 초여름이었습니다.심지어 올 들어 최고기온을 기록한 곳도 많았는데요.서울은 27.6도 또 광주는 30도를 넘어서기도 했습니다.내일은 지역별로 기온차가 크겠습니다.서쪽지방 중심으로 낮 더위가 계속되겠습니다.서울 27도가 예상돼서 오늘과 큰 차이 없겠고요.반면에 동해안은 더위가 주춤하면서 울산이 19도 등 평년수준을 크게 밑돌겠습니다.내일도 전국 하늘은 화창하겠습니다.그만큼 자외선은 강하겠고요.미세먼지 농도는 전국이 보통 수준을 유지하겠습니다.한편 중부지방은 대기가 여전히 메말라 있습니다.경기 북부와 영서 북부 또 강원 영동지역은 건조주의보가 발효 중입니다.화재 사고에 유의하시기 바랍니다.메마른 날씨를 해소시켜줄 비 소식은 모레부터 나와 있는데요.금요일 늦은 오후에 충남과 호남 또 제주도부터 비가 먼저 시작이 되겠고요.전국적으로 밤에는 전국적으로 확대가 되겠습니다.문제는 이번에 비가 꽤나 길게 이어집니다.주말 동안 전국에 내리는 건 물론이고요.또 수도권을 포함한 서쪽과 영서지방은 일요일 오전까지도 이어질 전망입니다.혹시나 외출 계획 있으시다면 참고하셔야겠고 또 이 사이 더위는 주춤하니까요.옷차림에도 한 번 더 신경을 쓰셔야겠습니다.날씨트리였습니다.(구본아 기상캐스터)연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23",생활/문화
"[서울=뉴시스] 박주연 기자 = BMW 공식 딜러 바바리안모터스가 프로야구단 SK와이번스와 스폰서십 계약을 체결했다고 6일 밝혔다.이번 계약에 따라 바바리안 모터스는 2020시즌 동안 SK와이번스의 홈구장인 인천 SK 행복드림구장에서 본부석 LED 광고를 비롯해 불펜카, 전광판 광고 등 5개 광고 후원을 진행한다.또 바바리안 모터스는 SK와이번스와 함께 연중 '바바리안 모터스 데이'를 준비하여 BMW 신모델 전시, 시승행사, 시구 이벤트 등 공동 마케팅을 진행할 계획이다.바바리안 모터스는 BMW와 MINI 공식 딜러사로 현재 서울 및 경기, 인천 지역에 6곳의 BMW 전시장과 6곳의 MINI 전시장, 6곳의 서비스센터를 운영 중이며, 연내 서울 서부지역에 BMW 전시장을 추가 오픈하여 서울지역 고객에게 선보일 계획이다. ☞공감언론 뉴시스 pjy@newsis.com",생활/문화
"기사 섹션 분류 안내

기사의 섹션 정보는 해당 언론사의 분류를 따르고 있습니다. 언론사는 개별 기사를 2개 이상 섹션으로 중복 분류할 수 있습니다.

닫기",생활/문화
"기사 섹션 분류 안내

기사의 섹션 정보는 해당 언론사의 분류를 따르고 있습니다. 언론사는 개별 기사를 2개 이상 섹션으로 중복 분류할 수 있습니다.

닫기",생활/문화
"코로나19로 텅빈 베로나 아레나와 브라광장매년 여름 오페라 축제가 열리는 베로나 아레나 전경. [EPA=연합뉴스 자료사진] 코로나19로 텅빈 베로나 아레나와 브라광장매년 여름 오페라 축제가 열리는 베로나 아레나 전경. [EPA=연합뉴스 자료사진]

(로마=연합뉴스) 전성훈 특파원 = 올해 이탈리아 베로나 오페라 축제가 신종 코로나바이러스 감염증(코로나19) 여파로 취소됐다.5일(현지시간) dpa 통신에 따르면 행사 주최 측은 웹사이트를 통해 올해 행사를 취소한다고 공지했다.올해 축제는 6월 13일부터 9월 5일까지 열릴 예정이었다.이미 티켓을 구매한 이들은 2021년 공연 티켓으로 교환이 가능하다고 주최 측은 전했다.베로나 오페라 축제는 베르디 탄생 100주년인 1913년부터 시작된 세계 최대 규모의 오페라 행사다.로마제국 때인 서기 30년에 건축된 8만명 수용 규모의 원형경기장 '베로나 아레나'에서 열리며, 이를 보고자 매년 수많은 해외 관광객들이 베로나를 찾는다.lucho@yna.co.kr",생활/문화
"기사 섹션 분류 안내

기사의 섹션 정보는 해당 언론사의 분류를 따르고 있습니다. 언론사는 개별 기사를 2개 이상 섹션으로 중복 분류할 수 있습니다.

닫기",생활/문화
"[KBS 전주][앵커]해마다 이맘때면 전주 영화의 거리에는 봄의 영화 축제를 즐기려는 관객들로 북적였는데요.올해는 코로나19 여파로 일반 관객이 없는 영화제로 치러집니다.개·폐막식 등 야외 행사가 모두 취소되고, 대신 영화제 기간 온라인 상영으로 관객과 만날 계획입니다.진유민 기자의 보도입니다.[리포트]올해로 스물한 번째를 맞는 전주 국제영화제.독립, 대안 영화의 가치를 지키며 해마다 수만 명의 관객을 모아 대표적인 봄 영화 축제로 자리 잡았습니다.하지만 올해는 코로나19로 예정보다 한 달가량 늦춰졌습니다.이마저도 감염 우려 때문에 개·폐막식 등 야외 행사는 모두 취소해 일반 관객 없는 영화제로 치러지게 됐습니다.[서배원/전주시 문화정책과장 : ""(영화제 기간) 외지에서 관람객들이 전주를 찾아서 확진자가 발생했을 때 굉장히 사회적 경제적 부담이 크기 때문에….""]대신 영화제 조직위는 온라인 상영으로 관객과 만날 계획입니다.열흘간의 영화제 기간에 감독과 배급사 등의 동의를 받은 영화들을 온라인 플랫폼을 통해 공개할 예정입니다.영화제가 끝난 뒤에는 코로나19 상황에 따라 2백 편에 달하는 출품작들을 일반 극장에서 상영하는 방안을 검토하고 있습니다.[장성호/전주국제영화제 사무처장 : ""이번에(영화제에) 출품된 모든 작품이 관객들과 만날 수 있는 그런 상영을 준비하고 있기 때문에, 실질적으로는 영화제 기간이 열흘이 아니라 한 4개월 정도로 이렇게 장기 영화제가 되는….""]코로나19가 낳은 전례 없는 무관객 영화제.온라인 관객을 잡기 위한 새로운 시도에 영화팬들이 어떤 반응을 보일지 관심이 쏠리고 있습니다.KBS 뉴스 진유민입니다.진유민 기자 (realjin@kbs.co.kr)",생활/문화
"한남대 조형예술학부 회화전공 박경범 교수(왼쪽)가 이광섭 총장에게 발전기금 1000만원을 전달하고 있다. 한남대 제공 한남대 조형예술학부 회화전공 박경범 교수(왼쪽)가 이광섭 총장에게 발전기금 1000만원을 전달하고 있다. 한남대 제공

한남대 회회전공 교수들이 이광섭 총장(왼쪽 여섯번째)에게 발전기금 1000만원을 전달하고 있다. 한남대 회회전공 교수들이 이광섭 총장(왼쪽 여섯번째)에게 발전기금 1000만원을 전달하고 있다.

“회화전공 학생들이 학업에 전념 할 수 있도록 장학금으로 사용되길 바랍니다.”한남대학교 조형예술학부 회화전공 교수 7명이 제자들을 위해 ‘한남사랑 100인의 기부’ 릴레이에 동참했다.이광섭 총장부터 4번째이며, 학과의 단체 기부는 처음이다.회화전공 교수 7명은 6일 오후 총장실을 방문해 발전기금 1000만원을 전달했다.이들은 회화전공 학과발전기금과 학과 장학금으로 사용해 달라며 기탁했다.기부에 동참한 교수들은 박경범 교수를 비롯 강구철 신영진 이주형 이종우 이상욱 진혜윤 교수 등 7명이다.회화전공 교수들은 학과 학생들을 위한 장학금 기부를 이어왔다.박경범 전공주임교수는 “교수님들이 한분도 빠짐없이 동참해 주셨다. ‘한남사랑 100인의 기부’라는 뜻깊은 기회에 전달하게 돼 오히려 감사한 마음”이라고 했다.이광섭 총장은 “코로나19까지 겹치면서 대학 재정이 어렵다. 하지만 여러분들이 힘을 보태주시니 잘 극복할 수 있을 것”이라고 했다.유영대 기자 ydyoo@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr) , 무단전재 및 재배포금지",생활/문화
"©나스(NARS) ©나스(NARS)

모던 메이크업 아티스트 브랜드 나스(NARS)가 '쿨 크러쉬 컬렉션'을 선보인다고 밝혔다.한정판으로 선보이는 '쿨 크러쉬 컬렉션' 두 뺨에 자연스러운 생기를 더해줄 핑크, 베이지 컬러의 치크 팔레트와 누드 계열의 립 라커 4종으로 구성되어 있다. 피부 톤에 구애 받지 않는 내추럴한 뉴트럴 컬러의 조합으로 우아하고 부드러운 스프링 메이크업을 완성할 수 있다는 업체 측 설명이다.세가지 블러쉬와 한 가지 하이라이팅 파우더로 구성된 '핫 픽스 치크 팔레트'는 봄의 무드에 맞춰 팔레트 내에 있는 컬러를 자유자재로 레이어링 해 사용할 수 있는 것이 특징이다. 단독 혹은 믹스한 컬러를 볼 중앙에 얹은 후 브러쉬에 남은 양으로 광대뼈부터 관자놀이까지 컬러를 이어주고, 헤어라인과 콧대 그리고 턱까지 쓸어주면 얼굴 전체 톤을 맞춰주면서 자연스러운 생기를 완성할 수 있다.독특한 하이브리드 포뮬러의 '로디드 립 라커' 4종은 립스틱의 선명한 발색력과 글로스의 광택, 그리고 립 밤의 편안함까지 하나에 담아냈다. 데일리로 사용하기 좋은 'MLBB(My Lips But Better)'컬러로 단독으로 사용하거나 립스틱 위 탑코트 개념으로 사용이 가능하다.나스의 '쿨 크러쉬 컬렉션'은 전국 나스 매장과 온라인 몰에서 만나볼 수 있다.강인귀 기자 deux1004@mt.co.kr",생활/문화
"기사 섹션 분류 안내

기사의 섹션 정보는 해당 언론사의 분류를 따르고 있습니다. 언론사는 개별 기사를 2개 이상 섹션으로 중복 분류할 수 있습니다.

닫기",생활/문화
"바티칸의 사도궁 집무실에서 6일(현지시간) 인터넷 중계 방식의 수요 일반 알현 훈화를 하는 프란치스코 교황. [로이터=연합뉴스] 바티칸의 사도궁 집무실에서 6일(현지시간) 인터넷 중계 방식의 수요 일반 알현 훈화를 하는 프란치스코 교황. [로이터=연합뉴스]

(로마=연합뉴스) 전성훈 특파원 = 프란치스코 교황이 신종 코로나바이러스 감염증(코로나19) 확산에 따른 경제적 어려움 속에서도 이주민을 비롯한 노동자의 존엄이 존중받아야 한다는 뜻을 밝혔다.교황은 6일(현지시간) 온라인으로 중계된 수요 일반 알현 훈화에서 코로나19가 초래한 경제 위기의 직격탄을 맞은 노동자 권리를 언급하며 이같이 말했다고 로이터 통신이 전했다.교황은 노동절인 지난 1일 노동 문제에 관련된 많은 메시지를 받았다고 소개하며 착취당하는 모든 노동자가 보호받기를 희망한다고 말했다.그러면서 현재의 위기를 계기로 사람과 노동의 존엄이 모든 것의 중심으로 돌아가도록 함께 노력하자고 당부했다.교황은 대부분이 이주민들인 이탈리아 농장노동자들에 대한 착취 문제를 특별히 거론하기도 했다.최근 남부 풀리아주에서는 농장에 50여명의 이주민을 불법 고용해 중노동을 강요한 악덕 고용주들이 대거 적발됐다.북부의 한 와인 농장주는 알바니아 이주민을 고용해 저임금에 하루 10시간 이상 휴식 없이 일을 시킨 혐의로 체포되기도 했다.lucho@yna.co.kr",생활/문화
"2017년 EBS TV ‘까칠남녀’에 출연한 방송인 정영진. EBS 방송 캡처 2017년 EBS TV ‘까칠남녀’에 출연한 방송인 정영진. EBS 방송 캡처

MBC 간판 프로그램 중 하나인 ‘싱글벙글쇼’의 새 진행자로 발탁된 방송인 정영진이 자질 논란에 휩싸였다. 지난 33년간 호흡을 맞추며 청취자들의 사랑을 받아온 강석과 김혜영 대신 여러 차례 여성혐오성 발언으로 논란을 일으킨 정영진이 이 프로그램을 맡는 게 부적절하다는 지적이 나온다.6일 MBC는 봄 개편을 맞이해 MBC 표준FM ‘싱글벙글쇼’ 진행자를 강석, 김혜영에서 팟캐스트로 유명한 정영진과 가수 배기성으로 교체한다고 밝혔다. 1973년 6월 첫 방송을 시작한 ‘싱글벙글쇼’는 MBC 라디오를 대표하는 시사 풍자 프로그램이다. 강석과 김혜영은 각각 1984년, 1987년 합류해 33년간 찰떡 같은 호흡을 맞추며 ‘싱글벙글쇼’를 진행해 왔다.30년 이상 청취자들과 함께해온 만큼 진행자 교체를 반대하는 목소리도 크다. 이날 ‘싱글벙글쇼’ 홈페이지에는 하루 만에 1,000개가 넘는 의견이 올라왔는데 대부분 진행자 교체에 대한 아쉬움을 드러내는 글이었다. ‘DJ 교체는 사실상 프로그램 폐지’라고 표현하는 청취자도 적지 않다.일부 청취자들은 정영진의 과거 발언을 문제 삼으며 ‘싱글벙글쇼’ 진행자로 적절하지 않다고 주장하고 있다. ‘싱글벙글쇼’를 이어 받게 될 정영진은 국회방송 ‘빅데이터 시사토론’, XTM ‘M16’, SBS 파워 FM ‘호란의 파워FM’ 등의 라디오 및 다양한 시사 프로그램에 출연했고, 최근엔 팟캐스트 ‘정영진 최욱의 불금쇼’ ‘정영진 최욱의 매불쇼’ 등을 진행했다.그는 2017년 3월부터 이듬해 2월까지 방송된 EBS TV ‘까칠남녀’에서 했던 발언으로 여성혐오 논란에 휩싸인 적이 있다. 그는 당시 “한남충이라는 단어가 기분 나쁘지 않다. 나는 해당하지 않으니까. ‘김치녀’라는 말이 기분 나쁜 여자들은, 자기가 살짝 김치녀인데 아니라고 하는 여자들”이라고 말해 여혐 발언이라는 지적을 받았다.또 데이트 비용 지불에 대해서도 “여성들이 (데이트에서) ‘내가 이만큼 너와 놀아줬으니까, 넌 이만큼 해줘야돼’라는 마음가짐이라면 그건 넓은 의미에선 매춘과 다르지 않다고 본다”고 말해 방송통신심의위원회로부터 의견제시 처분을 받기도 했다. 뿐만 아니라 “여자의 적은 여자가 맞다” “김치녀 광고가 많은 이유는 지갑을 열 사람이 남자라서 그렇다” 등의 말로 질타를 받았다.정영진의 여혐 발언을 문제 삼는 청취자들은 그가 ‘싱글벙글쇼’ 진행자로 적절하지 않다고 주장한다. 시사 풍자로 유명한 프로그램에서 이처럼 여성에 대해 왜곡된 시선을 가진 진행자가 균형 잡힌 발언을 하긴 어려울 것이라는 우려다.한편 강석과 김혜영은 오는 10일 방송을 끝으로 ‘싱글벙글쇼’에서 하차하고, 11일부터는 정영진과 배기성이 마이크를 넘겨받는다.고경석 기자 kave@hankookilbo.com

▶네이버에서 한국일보 뉴스를 받아보세요



▶뉴;잼을 보면 뉴스가 재밌다 [뉴스레터 구독하기]



▶한국일보닷컴 바로가기",생활/문화
"동영상 뉴스

[앵커]생활 속 거리두기가 시작되면서 박물관과 미술관 등 문화예술기관도 다시 문을 열었습니다.시간대별 인원 조정과 사전 예약을 통해 코로나19 재확산 우려를 줄이기로 했습니다.첫날 풍경 박효정 기자가 보도합니다.[기자]미술관 입구에 열화상 카메라가 작동 중이고, 안내 데스크에는 비말 가림판이 설치됐습니다.관람객들은 체온을 측정하고 본인 확인을 거친 뒤 미술관으로 들어갑니다.국립현대미술관이 재개관한 첫날 사전예약을 통해 300여명이 서울관을 찾았습니다.황금연휴가 끝난 직후라 관람객이 많지는 않았지만, 마스크를 쓰고, 서로서로 거리를 두며 작품을 관람했습니다. ""미술관 홈페이지에서 원하시는 날짜와 시간대를 예약하고 오시면 됩니다. 마스크 착용과 발열 체크, 손소독제 사용은 필수고, 서울관의 경우 시간당 100명씩 관람인원을 제한하고 있습니다.강력한 사회적 거리두기 정책이 생활 속 거리두기로 전환하면서 박물관과 미술관 등 24개 국공립 문화예술 기관이 재개관했습니다.코로나19 확산으로 지난 2월 말부터 순차적으로 휴관에 들어간 이후 70여일만입니다.다만, 개인관람을 중심으로 하고 사전 예약제로 시간대별 인원을 정하는 등 제한적으로 운영합니다.방역관리자를 지정해 이용자의 증상 여부를 확인해야 하고 좌석이 있다면 지그재그 방식으로 띄워 앉아야 합니다.장기간 휴관했던 문화예술 시설이 살며시 문을 열면서, 집콕으로 지친 이들의 갈증을 해소해 줄 것으로 기대됩니다.연합뉴스TV 박효정입니다. (bako@yna.co.kr)연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23",생활/문화
"[서울=뉴시스] 오동현 기자 = 모바일 게임 기업 컴투스는 3D 모바일 야구 게임 ‘컴투스프로야구2020’에 KBO구단들의 실제 응원가를 국내 야구 게임 최초 정식 라이선스 계약을 통해 게임 내 구현했다고 6일 밝혔다.‘컴프야2020’은 KBO 시즌 개막에 앞서 진행한 대규모 업데이트를 통해 각 구단별 응원가와 선수단의 최신 정보 및 선수 데이터를 게임 내 그대로 반영했다.현재까지 삼성 라이온즈, SK 와이번스, KT위즈 등 3개 구단의 팀·선수별 응원가 50여 곡을 게임 내 적용했다. 특히 ‘승리의 라이온즈’, ‘불 같은 패기’, ‘승리의 하이파이브’ 등 각 구단을 대표하는 인기 응원가들을 대거 수록했다.‘컴프야2020'의 이번 응원가 수록은 저작권을 가지고 있는 KBO구단들과 정식 라이선스 계약을 통해 이뤄졌으며, 전 구단 적용을 목표로 지속 확대할 예정이다.컴투스 관계자는 “컴프야를 즐기는 유저들에게 게임을 플레이 하는 것만으로 실제 야구장에 온 것과 같은 생생함을 전달하기 위해 노력했다”며 “현실성을 한층 강화한 컴프야와 함께 2020 KBO를 더욱 즐겁게 즐기시길 바란다”고 전했다.‘컴프야2020'은 올해로 시리즈 18년 역사를 자랑하는 컴투스의 대표 야구 게임이다. 실제 프로야구 선수들의 얼굴과 유니폼, 움직임은 물론 모든 구장의 구조물들을 세밀하게 표현하며 현실성을 강조했다.이 게임은 출시 후 누적 1500만 다운로드를 달성했으며, 구글과 애플 양대 마켓 국내 모바일 스포츠 게임 매출 1위를 기록한 바 있다. ☞공감언론 뉴시스 odong85@newsis.com",IT/과학
"[AFP=연합뉴스] [AFP=연합뉴스]

""요즘은 잔인한 날""…리프트도 앞서 982명 일시해고(뉴욕=연합뉴스) 이귀원 특파원 = 신종 코로나바이러스 감염증(코로나19) 여파로 고객이 급감하면서 차량 공유업체인 리프트와 우버에도 잇따라 감원 바람이 불고 있다.6일(현지시간) 블룸버그통신 등에 따르면 우버는 전체 글로벌 직원의 약 14%에 해당하는 3천700명을 일시 해고할 예정이다.우버는 미 증권 당국에 이 같은 계획을 신고하는 한편, 다라 코스로샤히 우버 최고경영자(CEO)도 직원들에게 이를 공지했다. 감원 대상은 고객 지원과 채용 부문의 직원들인 것으로 전해졌다.우버는 전 세계 약 450개의 '운전자 서비스센터' 가운데 180개를 영구 폐쇄키로 했다. 운전자 서비스센터는 신규 우버 운전자 등록과 교육을 담당하는 곳이다.코스로샤히 CEO는 올해 연말까지 기본급을 받지 않기로 했다. 그는 지난해 100만달러의 기본급과 200만달러의 보너스를 받았다.코스로샤히 CEO는 직원들에게 향후 2주 이내에 ""더 고통스러운"" 조치를 내놓을 것이라며 추가 대책을 예고하는 한편 ""요즘과 같은 날은 잔인하다""고 말했다.앞서 리프트도 지난달 29일 전직원의 17%에 해당하는 982명을 일시해고 한다고 밝힌 바 있다.리프트는 또 288명에 대한 무급휴직과 임직원 급여 삭감에 나서기로 했다.lkw777@yna.co.kr",IT/과학
"(서울=연합뉴스) 대한약사회가 6일부터 코로나바이러스 감염증 대응 체계를 '사회적 거리두기'에서 '생활 속 거리두기'로 전환함에 따른 대국민 안내문을 발표했다.대한약사회는 ""KF94와 KF80은 황사 등 미세먼지 차단 효과에 따른 구분""이라며 ""코로나 19와 같은 침방울을 통한 감염 전파 상황에서는 효과에 큰 차이가 없다""고 밝혔다.이어 ""코로나-19 감염환자를 돌보는 보호자나 의료진이 아닌 일반인이 보건용 마스크를 착용하는 경우 KF80 사용으로 감염 예방 목적을 충분히 달성할 수 있고 오히려 호흡하기 쉬워 장시간 착용 시에는 KF80이 적합하다""고 덧붙였다.사진은 생활 속 거리두기 전환에 따른 대국민 안내 포스터. 2020.5.6[대한약사회 제공. 재판매 및 DB 금지]photo@yna.co.kr",IT/과학
"[KBS 청주][앵커]충청북도가 한 차례 고배를 마셨던 방사광 가속기 유치에 다시 도전해, 1차 관문을 통과했습니다.후보지 4곳 가운데 청주 오창이 정부의 우선 협상 지역 2곳에 포함됐는데요.청주는 지질학적 안정성 등의 입지 조건에서 좋은 평가를 받은 것으로 전해졌습니다.진희정 기자입니다.[리포트]미래 핵심 산업들의 최첨단 연구 기반 시설인 '방사광 가속기' 유치에 충북이 한 발 더 다가갔습니다.오늘, 대전에서 열린 정부 심사에서 우선 협상 대상지 가운데 한 곳으로 선정됐습니다.유치 의향서를 낸 강원도 춘천과 경북 포항, 전남 나주 등 4곳 가운데 청주와 나주가 최종 2배수 후보지가 됐습니다.[허경재/충청북도 신성장산업국장 : ""입지 조건이 좋다는 거, 전체적으로 지자체 지원 사업이 굉장히 짜임새 있게 실현 가능성 있게 짜여져 있다는 점을 강조했습니다. 심사위원들도 수긍하는, 그런 좋은 분위기 였다고 판단이 됩니다.""]충북은 2008년 방사광 가속기 2기를 구축하는 정부의 첫 사업에서 경북 포항에 고배를 마신 뒤 12년 만의 재도전입니다.첫 실패 이후, 입지 조건 등을 다시 검토하는 등 대응 전략을 보완하고 2년 전부터 대정부 활동을 강화한 만큼 최종 유치를 자신하고 있습니다.바이오, 반도체 등 관련 산업 인력과 시설이 몰려있는 점, 그리고 다른 지역에 비해 수도권과 인접해있다는 점을 강조하고 있습니다.빛을 활용해 물질의 미세 현상을 연구하는 시설인 만큼, 지질학적으로 안정돼있다는 것도 강점입니다.나주는 지역 균형발전 논리를 앞세우는 가운데 최종 후보지는 내일, 청주 오창과 나주 두 곳을 현장 심사한 뒤 가려집니다.기대되는 고용 창출 인원만 13만 명에 10조 원 가까운 생산 부가가치 유발효과, 충북이 1순위 현안으로 공들여온 사업에서 결실을 거둘지 관심이 쏠리고 있습니다.KBS 뉴스 진희정입니다.진희정 기자 (5w1h@kbs.co.kr)",IT/과학
